,index,SK_ID_CURR,TARGET,EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,INSTAL_DPD_MEAN,DAYS_EMPLOYED_PERC,AMT_ANNUITY,DAYS_EMPLOYED,PAYMENT_RATE,ACTIVE_DAYS_CREDIT_MAX,APPROVED_CNT_PAYMENT_MEAN,ANNUITY_INCOME_PERC,PREV_CNT_PAYMENT_MEAN,DAYS_BIRTH,CLOSED_DAYS_CREDIT_MAX,POS_MONTHS_BALANCE_SIZE,AMT_CREDIT,AMT_GOODS_PRICE,OWN_CAR_AGE,INSTAL_DAYS_ENTRY_PAYMENT_MAX,POS_SK_DPD_DEF_MAX,PREV_APP_CREDIT_PERC_MEAN,APPROVED_AMT_CREDIT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN,APPROVED_AMT_ANNUITY_MEAN,DAYS_ID_PUBLISH,INSTAL_PAYMENT_PERC_SUM,BURO_CREDIT_TYPE_Microloan_MEAN,INSTAL_AMT_PAYMENT_SUM,NAME_FAMILY_STATUS_Married,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,INSTAL_PAYMENT_DIFF_SUM,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,REGION_RATING_CLIENT_W_CITY,ACTIVE_AMT_CREDIT_SUM_MEAN,POS_MONTHS_BALANCE_MEAN,INSTAL_AMT_INSTALMENT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_COUNT,FLAG_DOCUMENT_3,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,FLAG_DOCUMENT_18,CODE_GENDER,DEF_30_CNT_SOCIAL_CIRCLE,CC_AMT_RECIVABLE_MIN,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,CC_AMT_RECEIVABLE_PRINCIPAL_VAR,CC_AMT_RECIVABLE_VAR,INSTAL_DBD_MAX,CC_CNT_DRAWINGS_CURRENT_MAX,CC_CNT_DRAWINGS_CURRENT_VAR,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MAX,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_VAR,CLOSED_MONTHS_BALANCE_MAX_MAX,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_DBD_MEAN,PREV_DAYS_DECISION_MIN,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,REFUSED_AMT_ANNUITY_MIN,REFUSED_DAYS_DECISION_MAX,REGION_POPULATION_RELATIVE,REG_CITY_NOT_LIVE_CITY,TOTALAREA_MODE,YEARS_BEGINEXPLUATATION_AVG,PREV_DAYS_DECISION_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MEAN,LIVINGAPARTMENTS_MODE,LIVINGAREA_MEDI,NONLIVINGAREA_MODE,POS_MONTHS_BALANCE_MAX,PREV_AMT_ANNUITY_MAX,PREV_AMT_ANNUITY_MEAN,PREV_AMT_CREDIT_MAX,PREV_AMT_GOODS_PRICE_MEAN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MIN,BURO_CREDIT_TYPE_Mortgage_MEAN,YEARS_BUILD_MODE,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,APPROVED_HOUR_APPR_PROCESS_START_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,APARTMENTS_AVG,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,ACTIVE_AMT_CREDIT_SUM_MAX,APPROVED_AMT_GOODS_PRICE_MEAN,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_MEAN,APPROVED_AMT_APPLICATION_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,APPROVED_CNT_PAYMENT_SUM,BURO_CREDIT_ACTIVE_Closed_MEAN,APPROVED_DAYS_DECISION_MAX,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_MEAN,APPROVED_AMT_ANNUITY_MAX,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM
252,259477,400286,1.0,0.4366924130817831,0.5028782772082183,0.0459469516342066,0.0,0.1291722000885347,9000.0,-1459.0,0.05,,6.0,0.0571428571428571,6.0,-11295,-1035.0,6.0,180000.0,180000.0,,-926.0,0.0,1.0,67500.0,0.0,13686.975,-1525,5.0,0.0,81315.13500000001,1,,0.0,,2,,-32.5,26567.235,,,,0.0,81315.13500000001,5.0,0,-985.8,0,1,0.0,,-1012.0,-1035.0,-1255.5,,,,,,17.0,,,,54360.0,-1476.0,97240.5,,-4929.0,9.8,-1066.0,0.0,0.5,0.0,1.0,0.0,0.5,13687.65,-1066.0,0.008019,0,,,-1066.0,49.0,1.0,,,,-30.0,13687.65,13687.3125,67500.0,67500.0,1.0,1.0,0.0,,,,11.0,0.0,,,,67500.0,0.0,82210.5,41105.25,67500.0,0.0,,6.0,1.0,-1066.0,,,,13686.975,
253,259478,400287,0.0,0.0525166054346568,0.4382813743111921,0.3886381724430174,0.1,0.0225193525686136,27324.0,-288.0,0.06072,-163.0,8.4,0.1734857142857143,15.428571428571429,-12789,-537.0,33.0,450000.0,450000.0,2.0,-85.0,0.0,1.0111732971300218,54576.0,40241.7,18332.883,-4579,30.0,0.0,464894.73,1,201208.5,0.0,0.0,2,482938.575,-18.57575757575757,21114.585,1156.0,,,0.7,464894.73,30.0,1,-535.9666666666667,0,0,0.0,,-344.125,-163.0,-1436.875,,,,,,20.0,,,10368.9,675000.0,-2759.0,618114.8,,-16079.0,8.066666666666666,-1240.0,0.0,0.2,0.0,0.1,0.1,0.0,8391.15,-191.0,0.026392,0,0.0068,0.9702,-403.5,242.0,1.0,,0.0083,0.0025,-3.0,26932.275,15679.729285714287,292500.0,141926.7857142857,1.1111111111111112,0.8903162359015335,0.0,,-28.33333333333333,22.33333333333333,12.8,0.0,0.0082,100604.25,1201500.0,134977.5,201208.5,2883199.725,360399.965625,292500.0,0.375,3456.3,42.0,0.625,-67.0,0.0,-1475.0,-1117.3333333333333,26932.275,201208.5
254,259479,400288,0.0,0.195247262138959,0.8050196619153701,,0.4230769230769231,0.0898469341545149,24588.0,-1984.0,0.0979246567977346,-741.0,9.142857142857142,0.2276666666666666,9.142857142857142,-22082,-904.0,58.0,251091.0,238500.0,,-32.0,0.0,1.01602302878954,21789.0,11785.5,13726.028571428573,-4437,51.0,0.0,902568.915,0,82498.5,5040.36,0.0,3,247500.0,-34.5,66903.345,344.0,,,0.4285714285714285,907609.275,52.0,0,-1068.0192307692307,0,1,0.0,,-1087.7142857142858,-741.0,-1480.2857142857142,,,,,,66.0,,,0.0,112500.0,-2897.0,514933.1,,-55537.0,13.23076923076923,-2816.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0,,,0.020713,0,,,-1159.0,688.0,0.9807692307692308,,,,-1.0,32347.935,13726.028571428573,332046.0,114343.07142857143,1.1111111111111112,0.9380863039399624,0.0,,-6.0,344.0,7.571428571428571,0.0,,82498.5,247500.0,114343.07142857143,82498.5,665248.5,95035.5,315000.0,0.1428571428571428,0.0,64.0,0.8571428571428571,-300.0,,344.0,-741.0,32347.935,82498.5
255,259480,400289,0.0,0.6532555144425919,,,0.5909090909090909,,42790.5,,0.0424964247407937,,12.0,0.3521851851851852,12.0,-22869,,23.0,1006920.0,900000.0,6.0,-70.0,2.0,1.0555555555555556,143325.0,,14570.1225,-2360,22.0,,347874.75,1,,0.0,,2,,-17.391304347826086,46284.12,,,,0.0,347874.75,22.0,0,-505.6818181818182,0,0,0.0,,,,,,,,,,16.0,,,,,,,,-11125.0,7.090909090909091,-947.0,0.0,0.0,0.0,0.0,0.5,0.0,,,0.035792,0,,,-655.0,156.0,1.0,,,,-3.0,16014.555,14570.1225,151753.5,155970.0,1.1111111111111112,1.0,,,,,15.5,,,,,155970.0,,,,168615.0,,,24.0,,-363.0,,,,16014.555,
256,259481,400290,0.0,0.6738957249694666,0.5226973172821112,,0.0,0.4072343738939619,41062.5,-5753.0,0.0787724447513812,-150.0,6.0,0.1659090909090909,6.0,-14127,,6.0,521280.0,450000.0,10.0,-1566.0,0.0,1.0484398442304852,19260.0,141972.75,3959.865,-968,5.0,0.0,23524.47,1,192469.5,0.0,0.0,1,153000.0,-53.5,7685.01,27546.0,,,1.0,23524.47,5.0,1,-1625.2,0,0,0.0,,14247.0,-150.0,-164.5,,,,,,18.0,,,,,,,,-8126.0,14.2,-1704.0,0.0,0.5,0.0,1.0,0.0,0.0,30431.655,-373.0,0.032561,0,0.0642,0.9439,-1038.5,71.0,1.0,,,,-51.0,30431.655,17195.76,156388.5,79380.0,1.233644859813084,0.8632348286478865,0.0,0.2617,-5.5,14247.0,19.0,0.0,0.0289,141972.75,216000.0,23760.0,283945.5,306000.0,153000.0,23760.0,1.0,,6.0,0.0,-1704.0,,948.0,-164.5,3959.865,283945.5
257,259482,400291,0.0,0.6056414522273424,0.6610235391308081,,1.4054054054054057,0.0275508881109814,22878.0,-425.0,0.0398829556062852,-278.0,10.0,0.1452571428571428,10.4,-15426,-611.0,37.0,573628.5,463500.0,9.0,-81.0,0.0,1.06831574837662,26491.5,0.0,7534.69875,-4657,35.0,0.0,266111.37,1,,7067.97,,2,138240.0,-61.891891891891895,10276.65,87.0,,,0.0,273179.34,37.0,1,-1897.6216216216217,0,0,0.0,,-932.3333333333334,-278.0,-1257.0,,,,,,68.0,,,0.0,54478.98,-2882.0,2578720.5,,-70212.0,15.432432432432432,-2695.0,0.0,0.2,0.0,0.2,0.2,0.0,8660.7,-2436.0,0.016612,0,0.1264,0.9876,-1974.6,571.0,0.945945945945946,,0.1636,0.0,-1.0,10276.65,7759.898999999999,102766.5,73744.86600000001,1.136425648021828,1.0049794120463469,0.0,,-4.0,87.0,13.25,0.0,0.1485,,138240.0,66204.93375,0.0,236460.78,78820.26,103904.595,0.3333333333333333,0.0,40.0,0.6666666666666666,-237.0,,87.0,-278.0,10276.65,0.0
258,259483,400293,1.0,0.6075931013612048,0.7981372313187245,0.5347324794093418,0.0821917808219178,0.0270411419950095,31018.5,-466.0,0.0293611511036521,,24.8,0.2297666666666666,24.8,-17233,-1527.0,48.0,1056447.0,922500.0,,-20.0,3.0,0.7233509704252933,141561.0,0.0,23171.796,-747,88.70843972707866,0.0,2355990.75,1,,-394058.61,,2,,-43.375,405825.57,,0.6111111111111112,0.8888888888888888,0.3333333333333333,1961932.14,73.0,1,-926.8356164383562,0,0,0.0,0.0,-1020.5,-1527.0,-1988.0,595000.0,10710000.0,330515.685,22577138571.36667,23623229870.80217,39.0,8.0,4.810457516339867,,247500.0,-2670.0,363243.0,,-67659.0,8.342465753424657,-2554.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,,,0.031329,0,,,-1154.6666666666667,609.0,1.2151841058503925,,,,-1.0,38250.0,23171.796,869913.0,352032.75,1.1111168642883031,0.0,0.0,,,,11.6,0.0,,,,352032.75,0.0,691020.0,230340.0,742500.0,0.0,,124.0,1.0,-311.0,,,,38250.0,
259,259484,400294,0.0,0.6784587850475126,,,1.4736842105263157,0.0980844556527338,57685.5,-1828.0,0.0791882876204596,,9.0,0.1602375,9.0,-18637,,19.0,728460.0,675000.0,26.0,-462.0,0.0,1.0365202687249628,119047.5,,41941.125,-2115,17.0,,874113.03,1,,123931.17,,2,,-39.1578947368421,61965.585,,,,0.0,998044.2,19.0,1,-1096.421052631579,0,0,0.0,,,,,,,,,,36.0,,,,,,,,-20832.0,11.842105263157896,-2458.0,0.0,0.0,0.0,0.5,0.0,0.0,,,0.031329,0,,,-1639.0,225.0,0.8947368421052632,,,,-15.0,61965.585,41941.125,561384.0,336138.75,1.111132111132111,0.9619084263178146,,,,,10.0,,,,,336138.75,,,,540000.0,,,18.0,,-820.0,,,,61965.585,
260,259485,400296,0.0,0.7707254293898879,0.5136937663039473,0.8775771988086009,0.0,0.1565020161290322,22500.0,-3105.0,0.05,-688.0,10.0,0.1,10.0,-19840,-1119.0,14.0,450000.0,450000.0,,-17.0,0.0,1.0,69570.0,0.0,9445.68,-3395,13.0,0.0,110187.945,1,0.0,0.0,0.0,1,155481.75,-11.642857142857142,11246.31,-382.0,,,1.0,110187.945,13.0,0,-325.84615384615387,0,1,0.0,,-1201.5,-688.0,-1468.25,,,,,,22.0,,,,277749.0,-2343.0,749088.0,,-4236.0,7.769230769230769,-570.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,11245.05,-522.0,0.0116569999999999,0,0.0315,0.9742,-401.3333333333333,101.0,1.0,,0.0392,0.0055,-2.0,11246.31,10045.47,102330.0,90305.55,1.0,1.0,0.0,,-99.0,-961.0,16.0,0.0,0.0474,0.0,160299.0,84293.325,0.0,697766.22,174441.555,99016.65,0.5,13292.2125,20.0,0.5,-112.0,13292.2125,-1540.0,-1205.5,11246.31,0.0
261,259486,400297,0.0,0.6723705090784066,0.6279908192952864,0.5018524788147846,0.0,0.0321921725631179,18742.5,-394.0,0.0527161806399351,-633.0,3.0,0.0833,3.0,-12239,-1132.0,7.0,355536.0,270000.0,2.0,-596.0,0.0,0.9258500914076784,61537.5,899205.75,15805.215,-4250,6.0,0.0,68139.45,1,1798411.5,0.0,0.0,1,2311785.0,-22.0,11360.43,1193.0,,0.0,0.3333333333333333,68139.45,6.0,0,-673.8333333333334,0,0,0.0,0.0,275.5,-633.0,-882.5,405000.0,405000.0,0.0,,,10.0,0.0,,,733500.0,-1132.0,,,-4043.0,7.833333333333333,-772.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,,,0.072508,0,,,-318.0,47.0,1.0,,,,-19.0,20250.0,15805.215,405000.0,228705.75,1.0,0.8517001828153565,0.0,,-71.0,1193.0,11.5,0.0,,1798411.5,2311785.0,228705.75,1798411.5,3045285.0,1522642.5,405000.0,0.5,,6.0,0.5,-91.0,,1193.0,-633.0,20250.0,1798411.5
262,259487,400298,0.0,0.4884742428671862,0.7407990879702335,,0.0,0.0584933198607836,27994.5,-521.0,0.06420285667107,,14.0,0.2073666666666666,14.0,-8907,-857.0,19.0,436032.0,360000.0,,-391.0,0.0,0.8706283094255914,44154.0,0.0,19346.97,-1578,17.0,0.0,305455.86,0,,0.0,,3,,-23.57894736842105,20965.545,,,,0.75,305455.86,17.0,1,-692.8823529411765,0,1,0.0,,-572.5,-857.0,-888.0,,,,,,27.0,,,0.0,95531.76,-919.0,1922.0,0.0,-11779.0,8.294117647058824,-1097.0,0.0,0.0,0.0,0.25,0.0,0.0,,,0.020713,1,,,-464.0,141.0,1.0,,,,-13.0,27997.29,19346.97,436032.0,193980.0,0.949857317570322,0.8256274768824307,0.0,,,,9.333333333333334,0.0,,,,193980.0,0.0,185531.76,92765.88,360000.0,0.0,0.0,42.0,1.0,-4.0,,,,27997.29,
263,259488,400299,0.0,0.5343018892694713,0.3910549766342248,,0.1666666666666666,0.1825720764496274,21339.0,-2818.0,0.048939068692206,-112.0,29.0,0.1756296296296296,29.0,-15435,-1284.0,14.0,436032.0,360000.0,,-112.0,0.0,0.9502849406758788,81630.0,239556.6,28096.9425,-5125,11.0,0.0,1268986.7699999998,1,904968.0,46670.13,0.0,2,356512.5,-9.5,899120.835,983.0,,,0.75,1315656.9,12.0,1,-281.0,0,1,0.0,,56.0,-112.0,-1027.8,,,,,,34.0,,,,116001.0,-1284.0,,,-3372.0,7.5,-492.0,0.0,0.0,0.0,0.25,0.0,0.0,,,0.007114,1,0.0387,0.9767,-359.25,90.0,0.9166666666666666,,,,-3.0,46670.13,28096.9425,895608.0,435433.5,1.021278941565601,0.8792909397861565,0.0,,-233.75,299.5,17.0,0.0,0.0371,299445.75,944550.0,435433.5,1197783.0,1542051.0,308410.2,787500.0,0.8,,58.0,0.2,-315.0,,-1115.0,-963.75,46670.13,1197783.0
264,259489,400300,0.0,0.34298317814005,0.3556387169923543,,0.0,0.1010682991237546,19867.5,-1684.0,0.0292384105960264,-191.0,11.0,0.1766,11.0,-16662,-454.0,19.0,679500.0,679500.0,,-65.0,0.0,0.9628989375273468,32292.0,659676.0,8073.585000000001,-205,18.0,0.0,160680.96000000002,1,1738138.5,0.0,0.0,2,1138596.885,-13.842105263157896,12428.055,1456.0,,,0.0,160680.96000000002,18.0,1,-399.77777777777777,0,1,0.0,,494.0,-191.0,-338.3333333333333,,,,,,45.0,,,,675000.0,-454.0,,,-7196.0,20.55555555555556,-793.0,0.0,0.0,0.0,0.5,0.0,0.0,,,0.02461,0,0.1604,0.9816,-558.0,370.0,1.0,0.1295,0.1449,0.0288,-2.0,11740.905,8073.585000000001,116500.5,69176.25,1.0213210702341138,0.90447680482058,0.0,0.7583,-35.5,907.0,15.5,0.0,0.1485,989514.0,1962000.0,69176.25,1979028.0,2952193.77,984064.59,105372.0,0.6666666666666666,0.0,22.0,0.3333333333333333,-323.0,0.0,358.0,-280.5,11740.905,1979028.0
265,259490,400301,0.0,0.361940137745691,0.4206109640437848,0.2921462555464901,,0.0316102114419065,35428.5,-447.0,0.0274991267900803,-164.0,,0.1431454545454545,,-14141,-363.0,,1288350.0,1125000.0,15.0,,,,,328096.8,,-4883,,0.0,,1,1640484.0,,0.0,3,978750.0,,,1658.0,,,,,,1,,1,0,0.0,,-676.8,-164.0,-1210.4,,,,,,,,,2190.42,34150.5,-2745.0,1791602.3333333333,,,,,,,,,,,,,0.020246,0,0.0695,0.9801,,,,0.0826,0.062,0.0,,,,,,,,0.0,0.7387,-42.0,924.0,,0.0,0.0928,820242.0,1710000.0,,1640484.0,2046798.0,409359.6,,0.4,2190.42,,0.6,,,190.0,-166.0,,1640484.0
266,259491,400302,0.0,0.4079248829275479,0.5656079814115492,0.4274424263180805,3.0,0.3225391930095091,21442.5,-3765.0,0.0806560817901757,-2789.0,6.0,0.23825,6.0,-11673,-394.0,15.0,265851.0,229500.0,,-1186.0,6.0,0.8923888473044586,23670.0,0.0,5949.72,-3237,12.0,0.0,71406.90000000001,1,0.0,4832.955,0.0,3,180000.0,-48.13333333333333,7076.745,-1667.0,,,0.6,76239.855,13.0,1,-1449.076923076923,0,0,0.0,,-1550.0,-394.0,-1937.2857142857144,,,,,,23.0,,,1117.044,83241.0,-2887.0,861508.2666666668,,-18838.0,2.4615384615384617,-1728.0,0.0,0.0,0.0,0.4,0.0,0.0,,,0.020246,0,,,-653.4,32.0,0.9230769230769232,,,,-39.0,7073.145,5949.72,34402.5,25654.5,0.9403041825095056,0.8444735120994113,0.0,,-659.0,-1667.0,9.0,0.0,,0.0,180000.0,25654.5,0.0,474545.79,67792.25571428573,29052.0,0.1428571428571428,930.87,12.0,0.8571428571428571,-1367.0,0.0,-1667.0,-2789.0,7073.145,0.0
267,259492,400303,0.0,0.5200600837632015,0.4418358231994413,0.4398248021184927,0.0,,7501.5,,0.1042526579111945,-170.0,6.0,0.1430901287553648,6.0,-21784,-534.0,8.0,71955.0,67500.0,,-488.0,0.0,0.9498533314708758,32215.5,52259.12357142857,5852.925,-3890,6.0,0.0,35115.39,0,286155.675,0.0,1820.4525,3,97385.742,-18.5,5852.925,926.0,,,1.0,35115.39,6.0,0,-564.0,0,1,1.0,,156.28571428571428,-170.0,-548.2857142857143,,,,,,27.0,,,0.0,184288.635,-1083.0,150700.5,-11.0,-3384.0,26.0,-652.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.020713,0,0.0498,0.9856,-652.0,156.0,1.0,0.0542,0.0637,0.0027,-15.0,5852.925,5852.925,32215.5,30600.0,0.9498533314708758,0.9498533314708758,0.0,0.8105,-231.2,359.6,6.0,0.0,0.0619,73162.773,321765.21,30600.0,365813.865,795664.26,113666.32285714286,30600.0,0.7142857142857143,0.0,6.0,0.2857142857142857,-652.0,0.0,-994.0,-444.2,5852.925,365813.865
268,259493,400304,0.0,0.7893199927714627,,0.7581270869611858,0.0,0.028219465315394,68850.0,-323.0,0.0408056583846293,,10.0,0.306,10.0,-11446,,11.0,1687266.0,1575000.0,,-479.0,0.0,1.1111184456619798,204511.5,,22725.315,-1898,10.0,,227195.145,1,,0.0,,1,,-20.0,22725.315,,,,0.0,227195.145,10.0,0,-616.8,0,1,0.0,,,,,,,,,,21.0,,,,,,,,-6168.0,10.8,-772.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.032561,0,0.262,0.9861,-772.0,108.0,1.0,0.3076,0.3384,0.0135,-15.0,22725.315,22725.315,204511.5,227236.5,1.1111184456619798,1.1111184456619798,,0.8171,,,14.0,,0.3464,,,227236.5,,,,227236.5,,,10.0,,-772.0,,,,22725.315,
269,259494,400305,0.0,0.7326958689097942,,,,0.1752849250982929,67500.0,-3522.0,0.05,,,0.125,,-20093,,,1350000.0,1350000.0,,,,,,,,-3235,,,,1,,,,1,,,,,,,,,,0,,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032561,0,0.2549,0.9801,,,,0.2204,0.2436,0.0043,,,,,,,,,0.7713,,,,,0.3021,,,,,,,,,,,,,,,,,
270,259495,400306,0.0,0.6895042274204064,0.7106743858828587,,0.0,0.6375089398690653,44329.5,-11588.0,0.0597204035113245,-136.0,14.0,0.246275,14.0,-18177,-626.0,29.0,742284.0,679500.0,33.0,-1401.0,0.0,0.9895552047522684,25204.5,250995.375,6823.920000000001,-1700,26.0,0.0,245506.815,0,1003981.5,0.0,,3,1125000.0,-61.72413793103448,40549.14,,,,0.25,245506.815,26.0,1,-1901.1538461538464,0,1,0.0,,-104.33333333333331,-136.0,-986.0,,,,,,38.0,,,16546.6125,1170000.0,-1752.0,336329.3333333334,0.0,-49430.0,10.0,-2433.0,0.0,0.0,0.0,0.5,0.25,0.0,,,0.020713,0,,,-1536.0,260.0,1.0,,,,-45.0,12381.075,6823.920000000001,112657.5,63915.0,1.0587395108016426,0.9099261034551628,0.0,,-23.0,,8.666666666666666,0.0,,1003981.5,1125000.0,63915.0,1003981.5,3420000.0,855000.0,102510.0,0.25,16546.6125,42.0,0.75,-1697.0,,,-136.0,12381.075,1003981.5
271,259496,400307,0.0,0.5184060669039587,0.5352762504724826,0.2765253632996557,0.0,0.0920212190105012,15165.0,-850.0,0.0674,-274.0,12.0,0.1203571428571428,8.0,-9237,-503.0,11.0,225000.0,225000.0,15.0,-274.0,0.0,0.979276172472582,29574.0,59037.75,8333.595000000001,-1570,8.0,0.0,194213.115,0,118075.5,0.0,12421.71,3,723600.0,-25.09090909090909,137122.47,10526.0,,,1.0,194213.115,8.0,1,-775.75,0,0,0.0,,3234.25,-274.0,-473.8,,,,,,41.0,,,3073.5,1350000.0,-614.0,6160.5,-2.0,-6206.0,26.75,-1139.0,0.0,0.25,0.25,0.25,0.0,0.0,2250.0,-356.0,0.018209,0,,,-531.25,214.0,1.0,,,,-8.0,10637.055,6305.7300000000005,145633.5,67500.0,1.0745587340231284,0.8632697833946174,0.0,,-176.66666666666666,6039.0,12.5,0.0,,118075.5,1950300.0,78750.0,118075.5,3625900.875,725180.175,125721.0,0.6,1647.9,24.0,0.4,-356.0,697.5,1552.0,-417.3333333333333,10637.055,118075.5
272,259497,400309,0.0,0.698001320578633,,,0.1538461538461538,0.1247680107980428,48861.0,-1479.0,0.0976807787113838,,8.0,0.27145,8.0,-11854,-1015.0,27.0,500211.0,463500.0,,-354.0,2.0,1.0096683263273043,32310.0,0.0,12059.19,-3982,24.0,0.0,275350.5,0,,39952.8,,3,,-56.51851851851852,19978.425,,,,0.6666666666666666,315303.3,26.0,1,-1619.5384615384614,0,1,0.0,,-1059.6666666666667,-1015.0,-2034.0,,,,,,30.0,,,16024.5,688500.0,-2682.0,797953.0,,-42108.0,9.461538461538462,-2753.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,,,0.0105,1,0.0412,0.9762,-1792.6666666666667,246.0,0.9230769230769232,,0.0507,0.0098,-11.0,19978.425,12059.19,104103.0,75076.5,1.1114206128133706,0.864528399757932,0.0,,,,12.666666666666666,0.0,0.0722,,,75076.5,0.0,1182564.0,394188.0,99319.5,0.0,16024.5,24.0,1.0,-536.0,,,,19978.425,
273,259498,400310,0.0,0.5811500996313828,0.324891229465852,,0.0,,5994.0,,0.1024615384615384,-125.0,10.0,0.0666,10.0,-21855,-164.0,17.0,58500.0,58500.0,,-16.0,0.0,0.94187464610828,9360.0,27222.75,4871.325,-4641,27.0,0.0,154863.63,0,217782.0,0.0,3375.0,2,111573.1125,-11.0,33012.45,606.0,3.5,3.5,0.8,154863.63,27.0,1,-224.5185185185185,0,1,0.0,45000.0,-318.1428571428572,-125.0,-803.625,180000.0,1080000.0,14332.77,2430608556.02427,2939739349.523917,26.0,6.0,4.299999999999999,0.0,117900.0,-1486.0,319130.9166666667,,-6062.0,7.37037037037037,-559.0,0.0,0.0,0.2,0.2,0.0,0.0,,,0.015221,0,0.2253,0.9811,-244.8,199.0,1.0,0.1956,0.2329,0.0115,-3.0,9000.0,4871.325,180000.0,82075.5,1.0,0.8256239383248399,0.0,0.7517,-49.75,-224.3333333333333,9.333333333333334,0.0,0.2206,54445.5,243000.0,82075.5,217782.0,689661.45,86207.68125,180000.0,0.5,0.0,30.0,0.5,-77.0,0.0,-1483.0,-857.5,9000.0,217782.0
274,259499,400311,0.0,0.6478319061602895,0.6940926425266661,,0.0,0.0726976976976977,32971.5,-1162.0,0.0355679611650485,-37.0,8.4,0.2093428571428571,8.4,-15984,-751.0,42.0,927000.0,927000.0,6.0,-10.0,0.0,1.3719655647216888,20497.5,16278.012,6065.262000000001,-4032,38.0,0.0,218778.84,1,124123.5,0.0,11250.0,2,113815.56,-59.66666666666666,8545.77,31193.0,,,0.2,218778.84,38.0,1,-1809.2631578947369,0,0,0.0,,1133.357142857143,-37.0,-1578.6666666666667,,,,,,18.0,,,3892.5,1047019.5,-2836.0,576682.9924242423,,-68752.0,9.421052631578949,-2787.0,0.0,0.0,0.0,0.4,0.0,0.0,,,0.026392,0,0.3332,0.9811,-1838.8,358.0,1.0,0.359,0.3795,0.0092,-1.0,8545.77,6065.262000000001,75240.0,51169.68,2.504720087815587,1.0,0.0,0.7517,-228.3333333333333,15764.0,14.4,0.0,0.4052,81390.06,187650.0,51169.68,244170.18,2449882.485,163325.49899999998,75240.0,0.2,2595.0,42.0,0.8,-189.0,0.0,335.0,-1119.0,8545.77,244170.18
